platform,hashtag,category,country,month,date,posts,likes,views,comments,shares,engagement_rate
YouTube,#Movies,Entertainment,Germany,July,2023-07-19,198879,22843,32876589,2760,871,0.08
Instagram,#Startup,Technology,Bangladesh,September,2023-09-05,1632070,498147,18553790,48863,48329,3.21
Facebook,#NEET,Education,UK,June,2023-06-14,681738,109863,5044740,3655,6667,2.38
TikTok,#BGMI,Gaming,Bangladesh,July,2023-07-10,2891436,974385,74998003,75876,174708,1.63
Twitter,#Elections2024,Politics,Pakistan,September,2023-09-24,593683,120651,4003254,14600,32102,4.18
TikTok,#BGMI,Gaming,Pakistan,January,2023-01-17,2709750,706477,49932667,28114,39450,1.55
Twitter,#Movies,Entertainment,Bangladesh,March,2023-03-12,734711,74687,3700481,5448,15085,2.57
Facebook,#Kabaddi,Sports,USA,February,2023-02-08,530491,78430,2015293,2513,11602,4.59
YouTube,#BJP,Politics,India,March,2023-03-12,138113,19396,23932577,1302,323,0.09
YouTube,#Gaming,Gaming,France,March,2023-03-05,48372,6600,6036877,199,88,0.11
YouTube,#OnlineLearning,Education,France,February,2023-02-10,187359,24795,23218490,2721,763,0.12
TikTok,#OOTD,Fashion,France,July,2023-07-26,391730,113739,10556773,1877,11372,1.2
Twitter,#Elections2024,Politics,India,October,2023-10-29,9204,656,53528,78,136,1.63
TikTok,#FIFA,Sports,India,October,2023-10-30,4757606,2629819,53234728,87794,204519,5.49
TikTok,#ChessOlympiad,Sports,Canada,January,2023-01-09,3995293,991983,90709281,21680,192041,1.33
TikTok,#Python,Technology,India,December,2023-12-15,4437033,2412781,86155062,147395,425315,3.47
Facebook,#UPSC,Education,India,August,2023-08-09,229257,49271,992831,5136,3557,5.84
Instagram,#StreetFood,Food,UK,October,2023-10-24,613272,119144,6375954,10861,11154,2.21
YouTube,#Ayurveda,Health,India,February,2023-02-28,106811,14805,16493905,1626,745,0.1
TikTok,#ChessOlympiad,Sports,India,March,2023-03-09,387274,98323,4356793,1303,5980,2.42
Facebook,#Budget2024,Politics,India,February,2023-02-27,610485,49217,1990931,1967,5737,2.86
Facebook,#FIFA,Sports,India,August,2023-08-17,159397,17906,938494,735,1442,2.14
Facebook,#HealthyEating,Food,Indonesia,December,2023-12-15,296426,52630,951318,4586,3302,6.36
YouTube,#TechNews,Technology,Germany,December,2023-12-06,64140,7920,12240845,608,218,0.07
Facebook,#Goa,Travel,India,January,2023-01-31,792674,143414,2960191,9638,19639,5.83
Instagram,#Saree,Fashion,India,August,2023-08-07,1622822,170102,20168987,10608,14081,0.97
YouTube,#Skincare,Fashion,India,August,2023-08-19,53171,8149,3701276,668,304,0.25
Instagram,#Goa,Travel,Brazil,March,2023-03-10,45957,17158,493699,871,2038,4.06
TikTok,#EdTech,Education,France,March,2023-03-16,971273,262684,13860893,7312,17028,2.07
TikTok,#Skincare,Fashion,UK,January,2023-01-11,578211,234302,15681206,6299,21654,1.67
Instagram,#OnlineLearning,Education,Pakistan,September,2023-09-29,1943212,318748,17419808,19847,13839,2.02
Twitter,#Valorant,Gaming,Canada,October,2023-10-11,445114,72816,895428,5753,9651,9.85
YouTube,#Foodie,Food,Australia,May,2023-05-20,154166,12320,14237486,1594,641,0.1
TikTok,#BGMI,Gaming,UK,August,2023-08-30,1696421,934076,22253440,65428,96706,4.93
Instagram,#JEE,Education,Brazil,April,2023-04-27,913501,397487,2920623,10374,32142,15.07
Instagram,#Python,Technology,Germany,January,2023-01-23,439830,115885,4143096,9165,4546,3.13
TikTok,#Wanderlust,Travel,India,April,2023-04-24,1849639,459287,13726919,12837,86222,4.07
Facebook,#FIFA,Sports,Bangladesh,October,2023-10-29,479688,132625,1228431,15002,14230,13.18
Twitter,#BeautyTips,Fashion,Indonesia,November,2023-11-19,988849,199927,2327122,30658,52445,12.16
Twitter,#Goa,Travel,Canada,July,2023-07-30,935577,108666,2535115,14934,41015,6.49
YouTube,#MusicMonday,Entertainment,Australia,June,2023-06-28,94059,15331,11299461,634,946,0.15
TikTok,#WebSeries,Entertainment,India,April,2023-04-09,1493412,776635,16211717,10223,59730,5.22
Instagram,#ChatGPT,Technology,India,August,2023-08-24,138503,45925,790506,1412,1864,6.22
Instagram,#Valorant,Gaming,Canada,June,2023-06-03,1760590,599244,8533850,15017,66578,7.98
Facebook,#IndianFood,Food,India,July,2023-07-11,44835,8844,273791,976,459,3.75
Instagram,#AI,Technology,India,August,2023-08-01,237414,59855,2705629,1992,5640,2.49
TikTok,#OnlineLearning,Education,France,October,2023-10-27,2818654,1547087,25184473,123465,201008,7.43
TikTok,#Python,Technology,UK,March,2023-03-30,3783566,1042860,43532638,26061,166870,2.84
Twitter,#Python,Technology,India,July,2023-07-12,815085,128041,7676454,23202,17234,2.19
Instagram,#Netflix,Entertainment,Australia,December,2023-12-25,1128920,488085,4919809,28477,54587,11.61
TikTok,#Elections2024,Politics,Indonesia,April,2023-04-03,4571672,2487490,114170981,66748,143313,2.36
TikTok,#StudyTips,Education,India,October,2023-10-03,4682837,878526,84885303,14537,78339,1.14
TikTok,#Budget2024,Politics,India,August,2023-08-07,4164682,2218152,42198678,146843,184275,6.04
Twitter,#UPSC,Education,Pakistan,August,2023-08-15,79905,10741,564995,666,3523,2.64
Facebook,#BJP,Politics,India,June,2023-06-22,39415,3440,81556,111,389,4.83
Twitter,#Bollywood,Entertainment,USA,March,2023-03-26,799357,158624,5672487,9859,48600,3.83
Facebook,#Olympics,Sports,Canada,October,2023-10-03,687002,111114,4619947,10818,11837,2.9
Instagram,#Gaming,Gaming,UK,December,2023-12-11,251502,95103,2275650,4107,5353,4.59
Instagram,#Kabaddi,Sports,Germany,March,2023-03-17,1269021,423662,12030522,18206,32621,3.94
Twitter,#Budget2024,Politics,Germany,May,2023-05-28,530772,92530,1241835,9893,10373,9.08
Facebook,#IncredibleIndia,Travel,India,November,2023-11-03,59226,4774,211301,248,372,2.55
YouTube,#FIFA,Sports,Australia,September,2023-09-22,72610,9403,6747865,876,249,0.16
Instagram,#BeautyTips,Fashion,India,June,2023-06-14,785036,260210,5804970,22306,26193,5.32
Facebook,#OTT,Entertainment,Australia,January,2023-01-21,663377,121629,2945653,6280,12920,4.78
TikTok,#NEET,Education,Pakistan,July,2023-07-01,192559,95810,4711022,7350,17094,2.55
TikTok,#Budget2024,Politics,India,February,2023-02-01,2296558,1173304,64770893,82797,103159,2.1
TikTok,#Kabaddi,Sports,France,September,2023-09-28,91705,24551,2139672,1899,3598,1.4
TikTok,#Rajasthan,Travel,France,May,2023-05-08,4375697,1038069,100442089,24018,152763,1.21
Facebook,#IndianFashion,Fashion,India,December,2023-12-11,76713,8525,337575,775,1021,3.06
TikTok,#Meditation,Health,Bangladesh,December,2023-12-08,2629468,876765,23572711,23664,99048,4.24
Instagram,#Valorant,Gaming,Australia,September,2023-09-28,913639,159755,6135104,13142,5974,2.92
Twitter,#Foodie,Food,Bangladesh,July,2023-07-19,169282,20472,1354652,3350,7367,2.3
Twitter,#Democracy,Politics,Canada,April,2023-04-28,761153,140927,3592220,21488,26515,5.26
Twitter,#Olympics,Sports,UK,June,2023-06-07,436165,90904,3883906,11539,35269,3.55
TikTok,#StudyTips,Education,Canada,April,2023-04-26,964066,304420,18223024,13719,23369,1.87
YouTube,#Valorant,Gaming,India,August,2023-08-27,160432,28037,4985490,3069,354,0.63
Twitter,#IndianFashion,Fashion,India,April,2023-04-21,224086,54664,1925234,4326,14095,3.8
TikTok,#Valorant,Gaming,India,July,2023-07-22,1911254,980506,48065552,15986,153641,2.39
Facebook,#NEET,Education,Australia,March,2023-03-05,578821,52460,4545794,2712,2625,1.27
Instagram,#Goa,Travel,India,July,2023-07-27,1360625,289890,7767279,26261,30998,4.47
Twitter,#Kabaddi,Sports,Canada,September,2023-09-16,525792,106041,2428911,11494,25292,5.88
TikTok,#StreetFood,Food,Australia,September,2023-09-26,120312,18624,1157488,1255,3717,2.04
Twitter,#MentalHealth,Health,USA,August,2023-08-01,122455,19586,1065453,2518,2035,2.27
Facebook,#Esports,Gaming,Bangladesh,December,2023-12-26,529511,73101,1960194,8633,3886,4.37
Facebook,#OTT,Entertainment,Bangladesh,April,2023-04-20,418791,67399,2827884,2834,3125,2.59
YouTube,#MentalHealth,Health,Canada,March,2023-03-05,138377,20188,17090262,689,614,0.13
Instagram,#StreetFood,Food,Brazil,June,2023-06-25,1767550,193072,8257151,19259,9175,2.68
Instagram,#Startup,Technology,Pakistan,September,2023-09-16,320131,40248,2694063,1884,2722,1.66
Twitter,#OOTD,Fashion,Australia,May,2023-05-31,141369,21761,743315,3526,7591,4.42
Twitter,#FreeFireIndia,Gaming,Brazil,July,2023-07-22,454492,62299,3784034,3548,19194,2.25
Twitter,#Democracy,Politics,Canada,January,2023-01-10,989450,57815,3506124,11478,14805,2.4
Instagram,#Esports,Gaming,UK,November,2023-11-08,195345,75473,2373995,3841,6916,3.63
Twitter,#Valorant,Gaming,India,February,2023-02-21,189033,38471,762221,3888,4447,6.14
Facebook,#OnlineLearning,Education,India,August,2023-08-12,607828,63171,3500037,4654,7829,2.16
Instagram,#Yoga,Health,Indonesia,May,2023-05-16,619014,224319,2156707,8830,24825,11.96
Twitter,#NEET,Education,Canada,April,2023-04-10,364251,39953,2118154,5995,10590,2.67
TikTok,#Democracy,Politics,India,April,2023-04-19,2010815,885383,40945649,16547,57878,2.34
YouTube,#Wanderlust,Travel,Australia,January,2023-01-10,159275,27608,17732389,4116,1398,0.19
Twitter,#Saree,Fashion,Pakistan,April,2023-04-04,985378,52377,9817230,10411,14396,0.79
Instagram,#StreetFood,Food,Australia,October,2023-10-21,1318152,566682,10609614,39644,58213,6.26
YouTube,#EdTech,Education,Pakistan,November,2023-11-04,196064,31265,27858787,4613,1311,0.13
TikTok,#IndianFashion,Fashion,Indonesia,July,2023-07-07,4909349,1584956,141381291,43386,157787,1.26
Twitter,#OOTD,Fashion,Canada,September,2023-09-14,935441,104693,6501566,20543,16576,2.18
Instagram,#AI,Technology,India,April,2023-04-25,627467,234161,7727397,12736,18909,3.44
Twitter,#StreetFood,Food,Australia,January,2023-01-12,590009,85312,3058577,5771,28079,3.9
Twitter,#Goa,Travel,Australia,April,2023-04-21,329536,53494,3281366,4505,15086,2.23
YouTube,#Fitness,Health,Bangladesh,May,2023-05-05,136869,9687,24837868,1147,663,0.05
YouTube,#Movies,Entertainment,UK,December,2023-12-06,31381,6189,5724042,579,249,0.12
Twitter,#UPSC,Education,UK,October,2023-10-30,805173,98025,5968291,11284,17626,2.13
TikTok,#StreetFood,Food,UK,June,2023-06-26,3463533,1501991,97278642,37796,201670,1.79
Facebook,#ChessOlympiad,Sports,Germany,December,2023-12-18,160795,39978,1100383,2328,3080,4.12
Twitter,#IndianFashion,Fashion,Canada,May,2023-05-17,423036,66963,1660334,11346,12938,5.5
TikTok,#Skincare,Fashion,France,January,2023-01-21,297078,155858,2705232,9766,7815,6.41
TikTok,#StreetFood,Food,UK,July,2023-07-19,575168,344697,4555099,27084,37254,8.98
Instagram,#IPL2024,Sports,Bangladesh,April,2023-04-09,1717739,539647,22129161,46337,17427,2.73
Twitter,#StreetFood,Food,India,November,2023-11-10,684776,72483,2974856,10218,25901,3.65
YouTube,#MusicMonday,Entertainment,UK,April,2023-04-01,165529,21232,29287264,3045,1166,0.09
Instagram,#WebSeries,Entertainment,USA,April,2023-04-23,1346940,266599,4312652,15895,18619,6.98
YouTube,#Recipe,Food,India,August,2023-08-18,37129,5899,5841652,433,112,0.11
Instagram,#BGMI,Gaming,Indonesia,February,2023-02-17,1574188,638107,18417776,54928,72140,4.15
Twitter,#Vote,Politics,Australia,November,2023-11-05,75038,15294,308283,1676,3933,6.78
TikTok,#OOTD,Fashion,India,April,2023-04-12,1750089,619951,12652567,11956,117609,5.92
YouTube,#Budget2024,Politics,USA,July,2023-07-25,28998,3482,5419436,279,84,0.07
Instagram,#IPL2024,Sports,Pakistan,March,2023-03-25,10974,2556,61744,137,266,4.79
YouTube,#Democracy,Politics,Brazil,October,2023-10-07,150822,29631,13223560,1325,1224,0.24
TikTok,#Saree,Fashion,India,October,2023-10-31,462587,220512,4263821,11139,12606,5.73
Facebook,#BeautyTips,Fashion,India,February,2023-02-18,460103,64684,3666824,3317,4045,1.96
YouTube,#Olympics,Sports,Brazil,October,2023-10-01,28885,5463,5283288,635,245,0.12
TikTok,#Budget2024,Politics,India,January,2023-01-08,1404566,614607,37859426,44619,85030,1.97
Instagram,#ChessOlympiad,Sports,India,May,2023-05-14,1099312,467982,8836723,30793,28365,5.97
Facebook,#Ayurveda,Health,India,August,2023-08-07,250880,68350,1313647,7443,9110,6.46
Instagram,#EdTech,Education,USA,July,2023-07-29,71146,15542,702147,869,1499,2.55
Facebook,#WellBeing,Health,Australia,November,2023-11-22,457513,77142,3460002,3140,7144,2.53
Twitter,#Cooking,Food,India,July,2023-07-27,548453,112968,1739886,19075,23669,8.95
Twitter,#StreetFood,Food,India,February,2023-02-13,695917,151804,2396454,21916,30112,8.51
Instagram,#Olympics,Sports,Bangladesh,December,2023-12-04,777642,81801,5459522,8107,9352,1.82
YouTube,#StreetFood,Food,India,February,2023-02-07,137558,20316,25953353,598,1014,0.08
YouTube,#Ayurveda,Health,Brazil,November,2023-11-01,10837,1448,1258898,157,38,0.13
TikTok,#WellBeing,Health,India,October,2023-10-07,185612,107448,1516793,7983,19086,8.87
Twitter,#Meditation,Health,Australia,April,2023-04-28,699486,152734,3822835,24113,48115,5.88
YouTube,#JEE,Education,Bangladesh,March,2023-03-08,78654,14344,6354438,1658,657,0.26
Twitter,#FIFA,Sports,USA,August,2023-08-20,661477,105266,3745999,18057,39356,4.34
Facebook,#FIFA,Sports,France,April,2023-04-02,254709,70539,1123246,4595,4342,7.08
Instagram,#OTT,Entertainment,Brazil,May,2023-05-21,807857,301400,11764242,7558,26072,2.85
Facebook,#Travel,Travel,Indonesia,September,2023-09-10,411150,81915,2936491,6693,7209,3.26
Facebook,#Budget2024,Politics,USA,September,2023-09-22,612823,75471,4881227,2523,8359,1.77
YouTube,#StudyTips,Education,UK,November,2023-11-26,49320,7513,8021056,510,440,0.11
Twitter,#Esports,Gaming,UK,November,2023-11-14,352998,66053,2313389,3606,9078,3.4
YouTube,#UPSC,Education,Canada,June,2023-06-25,98680,8905,5216233,784,376,0.19
Facebook,#ChatGPT,Technology,USA,November,2023-11-10,316453,38243,1101176,4422,4405,4.27
TikTok,#Streetwear,Fashion,Germany,April,2023-04-24,1682153,665765,46323040,33342,43584,1.6
Facebook,#Parliament,Politics,India,December,2023-12-17,721586,203140,2251067,20016,24268,10.99
Facebook,#Parliament,Politics,UK,March,2023-03-27,611396,72027,4693313,3597,8384,1.79
YouTube,#OnlineLearning,Education,Canada,December,2023-12-18,97506,6370,17051950,905,111,0.04
Facebook,#Gaming,Gaming,India,November,2023-11-27,521416,101241,4034484,11689,10271,3.05
Twitter,#Fitness,Health,Canada,September,2023-09-07,815552,151709,7012846,12687,24007,2.69
TikTok,#ChessOlympiad,Sports,France,September,2023-09-20,4889929,897445,126208715,66385,125507,0.86
Instagram,#Netflix,Entertainment,Indonesia,December,2023-12-27,709641,215512,4420783,4960,22730,5.5
Instagram,#Foodie,Food,India,June,2023-06-16,625828,161956,4331489,7485,6421,4.06
Instagram,#PubG,Gaming,France,April,2023-04-20,1724503,425640,20235490,40882,16499,2.39
Facebook,#Kashmir,Travel,India,January,2023-01-09,658925,91238,4664945,8461,10105,2.35
Twitter,#OOTD,Fashion,India,July,2023-07-01,190938,26984,1322388,5186,3686,2.71
TikTok,#NEET,Education,Indonesia,January,2023-01-31,1154229,566719,5965243,19987,48313,10.65
TikTok,#OnlineLearning,Education,Germany,June,2023-06-28,3423844,764391,28833026,25349,130989,3.19
Facebook,#IndianFood,Food,USA,October,2023-10-26,539040,92398,3517634,7253,6537,3.02
Instagram,#Democracy,Politics,Australia,June,2023-06-22,1079984,235490,12840602,17319,18538,2.11
YouTube,#Ayurveda,Health,USA,June,2023-06-12,187323,33013,13458384,2814,1033,0.27
TikTok,#IPL2024,Sports,Canada,December,2023-12-21,3641224,2160788,20517909,162664,110067,11.86
Twitter,#Netflix,Entertainment,Canada,June,2023-06-07,395598,70350,2646808,12786,8570,3.46
Instagram,#BJP,Politics,France,March,2023-03-01,1686278,361019,11481062,13237,21357,3.45
Facebook,#OTT,Entertainment,India,November,2023-11-21,671753,116650,4318653,10659,8308,3.14
YouTube,#OnlineLearning,Education,Pakistan,July,2023-07-16,101641,14022,20238560,1174,630,0.08
Instagram,#Cooking,Food,France,November,2023-11-23,1664291,423349,23954955,30248,18404,1.97
Twitter,#Parliament,Politics,Germany,September,2023-09-21,779633,148704,7292631,13857,57237,3.01
Twitter,#UPSC,Education,Canada,March,2023-03-30,746936,118518,6371997,19028,18622,2.45
Twitter,#Budget2024,Politics,Pakistan,March,2023-03-15,926346,202159,1905191,19352,25832,12.98
Facebook,#Bollywood,Entertainment,Indonesia,May,2023-05-06,443544,61087,1313291,5777,5555,5.51
Twitter,#UPSC,Education,Canada,August,2023-08-30,428651,65899,1155958,7802,22147,8.29
YouTube,#Rajasthan,Travel,USA,May,2023-05-14,196276,38468,23782259,2097,749,0.17
Instagram,#MentalHealth,Health,USA,March,2023-03-14,1307322,172019,16733742,15204,16646,1.22
Facebook,#UPSC,Education,Australia,February,2023-02-22,419561,38465,3026789,3640,5601,1.58
Facebook,#Elections2024,Politics,Brazil,December,2023-12-18,233515,28869,1569984,2758,4094,2.28
TikTok,#Elections2024,Politics,USA,April,2023-04-04,1497402,329183,43244700,24252,27030,0.88
Facebook,#Elections2024,Politics,Australia,August,2023-08-07,350836,78795,1933478,6904,5199,4.7
TikTok,#Budget2024,Politics,France,March,2023-03-27,2777157,1233040,62657539,33435,168483,2.29
TikTok,#Coding,Technology,Indonesia,June,2023-06-07,2287898,773410,39414947,42632,124184,2.39
Facebook,#ChatGPT,Technology,Canada,July,2023-07-21,311922,41912,660451,2512,5666,7.58
TikTok,#Travel,Travel,Australia,March,2023-03-01,1563812,863180,31417273,59866,118549,3.32
Twitter,#Vote,Politics,India,August,2023-08-14,78277,6451,363900,967,1798,2.53
TikTok,#Wanderlust,Travel,India,April,2023-04-20,4163165,1950706,105900535,38388,375872,2.23
TikTok,#ChatGPT,Technology,India,January,2023-01-15,876751,184663,12368924,11272,29345,1.82
Twitter,#UPSC,Education,India,January,2023-01-20,931282,54846,7532184,6764,18825,1.07
Facebook,#OnlineLearning,Education,Indonesia,October,2023-10-19,467664,73352,1526228,7085,8622,5.84
YouTube,#JEE,Education,India,May,2023-05-02,167597,21829,31235801,2703,1627,0.08
Twitter,#AI,Technology,India,June,2023-06-04,252765,59275,1810620,10207,21134,5.0
TikTok,#BGMI,Gaming,Brazil,February,2023-02-04,2959902,1556413,26861462,38449,247771,6.86
Twitter,#Netflix,Entertainment,Bangladesh,October,2023-10-23,180615,37178,1415684,5131,7601,3.53
Twitter,#FIFA,Sports,India,September,2023-09-02,295648,53438,2329522,4217,15156,3.13
Instagram,#OTT,Entertainment,UK,August,2023-08-29,183325,31833,1855582,873,3726,1.96
Instagram,#IndianFood,Food,Bangladesh,March,2023-03-19,1544602,236518,8475149,6964,21714,3.13
Facebook,#Cooking,Food,Canada,December,2023-12-05,154417,14170,870143,1376,705,1.87
Twitter,#Cooking,Food,India,March,2023-03-08,962649,82923,2856809,13122,19399,4.04
YouTube,#NEET,Education,France,May,2023-05-08,52391,9892,8090174,473,302,0.13
Instagram,#Cooking,Food,USA,April,2023-04-17,1134384,118762,5837599,8556,10672,2.36
YouTube,#StudyTips,Education,India,May,2023-05-25,46673,3036,3323167,372,175,0.11
TikTok,#Parliament,Politics,Germany,January,2023-01-05,4885441,2194616,144362808,45009,204114,1.69
Instagram,#OTT,Entertainment,India,December,2023-12-25,1786021,407845,26097546,31700,43055,1.85
Twitter,#Netflix,Entertainment,Australia,December,2023-12-08,601503,101798,1819923,15695,25344,7.85
Twitter,#Cricket,Sports,Brazil,March,2023-03-02,153770,16160,828958,1678,3199,2.54
YouTube,#Foodie,Food,Canada,March,2023-03-08,56077,9922,3739455,295,615,0.29
Instagram,#Netflix,Entertainment,Brazil,January,2023-01-28,895962,128202,9292034,7479,10278,1.57
YouTube,#Netflix,Entertainment,Pakistan,November,2023-11-14,16626,1936,2491880,60,77,0.08
TikTok,#MusicMonday,Entertainment,India,March,2023-03-08,1111014,596619,20305091,45438,39410,3.36
YouTube,#IndianFashion,Fashion,Germany,December,2023-12-17,166105,24302,9954779,2730,728,0.28
Instagram,#Bollywood,Entertainment,India,November,2023-11-12,771657,322393,6070224,19250,36197,6.22
Facebook,#Esports,Gaming,France,June,2023-06-07,661164,62330,3078957,5668,9336,2.51
YouTube,#Streetwear,Fashion,Germany,March,2023-03-30,65012,5701,11148529,215,380,0.06
Facebook,#IndianFood,Food,India,January,2023-01-23,589898,54900,1599247,5518,2936,3.96
Instagram,#WebSeries,Entertainment,Canada,July,2023-07-31,1171493,211393,9831062,8898,24286,2.49
Facebook,#Democracy,Politics,Indonesia,January,2023-01-22,578816,47977,1495990,4577,3851,3.77
Twitter,#Vote,Politics,India,February,2023-02-25,364366,69543,2079670,5516,7839,3.99
Facebook,#Cricket,Sports,India,August,2023-08-25,755237,98499,1871662,3378,13368,6.16
YouTube,#JEE,Education,Brazil,June,2023-06-03,52796,8983,2718809,1001,105,0.37
TikTok,#Recipe,Food,USA,September,2023-09-30,4480211,2035649,72447232,120588,283818,3.37
Facebook,#Netflix,Entertainment,India,October,2023-10-15,13732,2106,109836,215,264,2.35
TikTok,#Recipe,Food,Germany,August,2023-08-14,2182561,1150752,59454953,46693,83241,2.15
YouTube,#MentalHealth,Health,Indonesia,May,2023-05-04,36734,5690,3875459,137,447,0.16
Facebook,#Cooking,Food,India,June,2023-06-09,354377,77220,761768,2787,4078,11.04
Facebook,#Ayurveda,Health,Bangladesh,August,2023-08-28,138362,38888,307731,3788,2679,14.74
Instagram,#OnlineLearning,Education,India,October,2023-10-16,1598146,551323,18362839,41743,45029,3.47
YouTube,#TechNews,Technology,Australia,February,2023-02-03,83512,14002,2306054,1391,631,0.69
TikTok,#Skincare,Fashion,Germany,November,2023-11-03,4218348,2396728,62747948,125654,475641,4.78
Instagram,#Cricket,Sports,Brazil,October,2023-10-30,930686,316251,11879260,15995,25328,3.01
YouTube,#Olympics,Sports,France,July,2023-07-15,26603,1922,2854288,276,84,0.08
TikTok,#IndianFashion,Fashion,India,March,2023-03-31,2753812,954477,28290972,55571,121512,4.0
TikTok,#Fitness,Health,Pakistan,October,2023-10-19,1005784,601510,16245120,6632,94270,4.32
YouTube,#Democracy,Politics,Germany,December,2023-12-05,37086,2000,3860961,174,134,0.06
TikTok,#Elections2024,Politics,India,July,2023-07-30,510723,269897,10990196,15154,39033,2.95
YouTube,#Kabaddi,Sports,Canada,February,2023-02-12,62159,6551,9095543,654,300,0.08
TikTok,#Ayurveda,Health,France,March,2023-03-17,989160,185542,15936772,2146,32551,1.38
TikTok,#Fitness,Health,France,December,2023-12-05,4313237,706254,110025128,10553,93220,0.74
Facebook,#Saree,Fashion,Indonesia,March,2023-03-12,176523,43552,831025,4756,3447,6.23
TikTok,#Startup,Technology,Brazil,September,2023-09-17,3185655,1105264,16846860,24404,189862,7.83
YouTube,#StudyTips,Education,UK,August,2023-08-31,84438,10216,3112846,1323,704,0.39
Facebook,#MentalHealth,Health,India,November,2023-11-01,430816,43137,2536520,1620,2474,1.86
Facebook,#Fitness,Health,Canada,March,2023-03-26,637042,144921,3413356,10930,13183,4.95
Facebook,#Meditation,Health,France,September,2023-09-02,704866,154919,2539496,12857,10104,7.0
Twitter,#OOTD,Fashion,Canada,October,2023-10-25,449095,32558,2432836,4042,8645,1.86
Instagram,#Democracy,Politics,India,December,2023-12-12,1884356,721647,18162434,27372,68598,4.5
YouTube,#Olympics,Sports,Pakistan,December,2023-12-04,176143,25747,9284593,2657,1852,0.33
Facebook,#BeautyTips,Fashion,UK,July,2023-07-16,581359,78311,2086490,6661,3353,4.23
Facebook,#JEE,Education,India,February,2023-02-03,473511,39090,2540385,1532,2175,1.68
YouTube,#Yoga,Health,Germany,November,2023-11-19,107095,9775,12680919,195,759,0.08
Instagram,#BeautyTips,Fashion,UK,September,2023-09-30,1471060,405472,15253366,36665,17180,3.01
YouTube,#Cooking,Food,India,September,2023-09-27,117199,16442,3781657,375,1123,0.47
Twitter,#OOTD,Fashion,India,February,2023-02-27,619987,142108,6171206,12397,42398,3.19
TikTok,#Budget2024,Politics,Australia,July,2023-07-28,955638,243393,16129028,9378,12185,1.64
Instagram,#AI,Technology,France,May,2023-05-11,683642,201471,2825319,9387,21095,8.21
Twitter,#Parliament,Politics,France,May,2023-05-23,791931,87443,2500250,6006,11298,4.19
YouTube,#Netflix,Entertainment,Australia,May,2023-05-29,72222,3917,8818268,283,56,0.05
Facebook,#Kabaddi,Sports,India,December,2023-12-25,279258,58867,1518998,4662,2625,4.36
